本文,Level
手術の間、意識消失を持続させるためには、麻酔を維持する必要がある。,2
そのためには、酸素と揮発性麻酔薬の混合ガスを注意深くコントロールして患者に吸入させるか、静脈内投与を行う（通常はプロポフォール）。,2
吸入麻酔薬は、オピオイド（通常はフェンタニルまたはフェンタニル誘導体）系の静脈内鎮痛剤や鎮静剤（通常はプロポフォールまたはミダゾラム）などによってよく補完される。,2
プロポフォールは全静脈麻酔（TIVA）に使用できるため、吸入薬による補完は必要ない。,2
麻酔維持に用いる薬剤は独自の略号が麻酔記録に用いられている。,2
"例えば、""GOS""はG: Gas（笑気）、O: Oxygen（酸素）、S: Sevoflurane（セボフルラン）である。",2
2023年現在、日本で麻酔維持に保険適応があるのはプロポフォールとレミマゾラムである。,2
全身麻酔は通常安全であると考えられているが、局所麻酔薬による味覚および/または嗅覚の変調、全身麻酔の副作用として脳卒中、神経損傷を生じた患者の報告例がある。,2
手術が終わると、麻酔薬の投与は中止される。,2
脳内の麻酔薬の濃度が一定以下になると、意識が回復する（手術時間にもよるが、通常1～30分以内に回復する）。,2
1990年代、スコットランドのグラスゴーで、麻酔を維持する新しい方法が開発された。,2
標的制御注入 (TCI)と呼ばれるこの方法は、コンピュータ制御のシリンジポンプを用いて、手術中持続的にプロポフォールを注入し、揮発性麻酔薬を必要とせず、薬理学の理論により望ましい薬剤濃度を設定して、投与量をより正確に指定することができるものである。,2
利点としては、麻酔からの回復が早い、術後の悪心・嘔吐の発生が少ない、悪性高熱症の誘因がない、などが挙げられる。,2
現在、米国ではTCIは認められていないが、代わりに一定量の薬剤を供給するシリンジポンプが一般的に使用されている。,2
日本ではプロポフォールのTCIのみ、認められている。,2
副作用の治療や合併症の予防のために、他の薬剤が使用されることもある。,2
高血圧の治療には降圧剤、低血圧の治療にはエフェドリンやフェニレフリン、喘息や喉頭痙攣、気管支痙攣の治療にはサルブタモール、アレルギー反応の治療にはエピネフリンやジフェンヒドラミンなどが使用される。,2
言葉による指示に反応し、従うことは、患者の抜管準備の評価によく利用される基準である。,2
ただし、この状態でも筋弛緩薬の効果はある程度残っているため、アセチルコリンエステラーゼ阻害薬であるネオスチグミンと、ムスカリン作用（ネオスチグミンによる徐脈、分泌物増加などの副交感神経刺激作用）を抑制するための硫酸アトロピンを投与し、筋弛緩薬のリバース（拮抗）を行う。,2
近年では選択的筋弛緩薬結合薬であるスガマデクスが用いられる事が多い。,2
リバースを行う場合、筋弛緩薬がある程度自然に消退していないと、再筋弛緩（英: recurarization）が発生するため危険である。,2
抜管後、患者を観察し問題なければ手術室から術後回復室又は病棟に帰室させる。,2
予想される濃度や時間を超えて意識や反応が回復しない状態は覚醒遅延（delayed emergence from anesthesia）という。,2
患者はオピオイドのほか、非ステロイド性抗炎症薬やアセトアミノフェンなどの薬剤を投与されることもある。,2
また、患者管理鎮痛 (PCA)と呼ばれるシステムを用いて、患者自身がオピオイドを投与することもある。,2
患者がPCAのボタンを押すと、注射器が作動し、通常モルヒネ、フェンタニル、オキシコドンなどの強オピオイド（例：フェンタニル10µg）の初期設定量の「ボーラス量」を投与される。,2
PCA装置はその後、薬物が効果を発揮し、また患者が過剰摂取するのを防ぐために、あらかじめ設定された期間「ロックアウト」すなわちボタン操作不能となる。,2
患者が眠くなりすぎたり、鎮静状態になると、それ以上鎮痛剤を要求しなくなる。,2
このように、持続注入法にはないフェイルセーフの側面がある。,2
これらの薬物療法で効果的に痛みを抑えることができない場合は、神経ブロックと呼ばれる方法で神経に直接局所麻酔薬を注入することがある。,2
回復室では、酸素飽和度、心拍、呼吸、血圧、中枢温など、多くのバイタルサインをモニターする。,2
術後シバリングはよく見られる。,2
提唱されている機序は、脊髄が脳よりも速い速度で回復するという観察に基づいている。,2
この結果、間代性活動（震え）として表れる脊髄反射が抑制されなくなる。,2
この理論は、中枢神経刺激剤であるドキサプラムが術後のシバリングを消失させるのに幾分有効であるという事実からも支持される。,2
シバリングは、不快感や痛みの悪化のほか、酸素消費量の増加、カテコールアミンの放出、低体温のリスク、乳酸アシドーシスを誘発することが分かっている。,2
シバリングを軽減するために、暖かい毛布や、温風加温装置と呼ばれる暖められた空気を循環させるシートで患者を包むなど、様々な手法が用いられる。,2
外部加温装置でシバリングを軽減できない場合は、デクスメデトミジンなどの薬剤、またはその他のα2-アゴニスト、抗コリン剤、中枢神経刺激剤、または副腎皮質ステロイドを用いてもよい。,2
多くの症例において、腹部以外の手術すら、周術期に用いるオピオイドが術後イレウスの一因となり得る。,2
アルビモパンなどのμオピオイド拮抗薬を術後すぐに投与すれば、退院時期を早めることができるが、麻痺性イレウスの発症を抑えることはできない。,2
Enhanced Recover After Surgery (ERAS、イーラス) は、ケアの継続性を確保し、回復と周術期ケアを改善するための最新のガイドラインとコンセンサスを提供する学会である。,2
パスウェイとガイドラインの遵守は、術後の転帰の改善と医療システムのコスト削減につながることが示されている。,2
過去数十年の間に、投与された麻酔薬の麻酔関連死亡率全体は大幅に改善された。,2
監視装置、麻酔薬の進歩、周術期の安全性に対する関心の高まりなどが、周術期死亡率低下の理由である。,2
米国では、現在推定される麻酔関連死亡率は、人口100万人あたり年間約1.1人である。,2
死亡率が最も高いのは、老年人口、特に85歳以上の高齢者であった。,2
2018年のレビューでは、周術期の麻酔介入と麻酔関連死亡率への影響について検討された。,2
死亡率を低下させることが判明した介入は、薬物療法、換気、輸血、栄養、血糖コントロール、透析、医療機器などである。,2
医師から別の医師への引継ぎと、患者の死亡率との関連には従来から議論があったが、2022年の無作為化比較試験では、引き継ぎ群と対照群と比較して死亡率に有意差がないことが示された。,2
麻酔管理に直接関連する死亡例は非常に稀であるが、胃内容物の肺誤嚥、 窒息、アナフィラキシーが原因となることがある。,2
これらは、麻酔関連機器の故障や、より一般的にはヒューマンエラーによって起こる可能性がある。,2
1984年、米国で放送された麻酔事故のテレビ番組をきっかけに、米国の麻酔科医Ellison C. Pierceは、米国麻酔科学会内に麻酔患者安全・リスク管理委員会を設置した。,2
ピカソのような芸術家を目指すジェロームにとって、アートスクールへの入学は非常に意義のあるものだった。,2
ところが、アーティストを目指す“芸術家”たちの野心とライバル心が渦巻く美術学校の生活は、ジェロームの前に壁となって立ちはだかる。,2
ルームメイトのヴィンス（イーサン・サプリー）は、監督気取りで自主映画制作に明け暮れているし、講師のサンディフォード（ジョン・マルコヴィッチ）はジェロームの渾身の作品に目を向けようともしない。,2
その上、友人のバード（ジョエル・ムーア）が親交を持つOBのジミー（ジム・ブロードベント）は美術学校を卒業したにもかかわらず酒びたりで無職のまま。,2
そんな現実を目の当たりにし、ジェロームは肩を落とすのだったが、ある日デッサンのモデルをしている美女オードリー（ソフィア・マイルズ）に出会い、すっかり心を奪われてしまう。,2
しかし、当のオードリーはというと、描いた作品が講師から大絶賛され一躍校内の人気者となったジョナ（マット・キースラー）に心が傾いていてジェロームなど眼中にない様子。,2
ジェロームは、ジョナに異常なほどの嫉妬心を持ち始めると同時に、校内の名声とオードリーの気を引くためにより一層本気になる。,2
そんな頃、学校の敷地内で不可解な連続殺人事件が起き始めていた……。,2
与えられた業務を行うため、中央銀行の取締役会によって承認されたルールに基づいて支部の開設や適切なサービスを行なっている。,2
国際金融機関との連携の結果、様々な経済研究所や世界の大規模銀行との共同プロジェクト実現に向けた新たな展望が見られる。,2
実務上の交流の他に、ウズベキスタン中央銀行は各国特派員から専門家育成やその仕事に関する訓練に関して支援を受けている。,2
特に支援を受けている銀行は以下の銀行である。,2
他、世界中の様々な銀行から支援を受けている。,2
究極的な目的は経済成長、完全雇用、物価安定に関する改善と国際収支統計の持続的発展である。,2
ソビエト連邦から独立後、ウズベキスタンはインフレーションの過程を克服するためのマクロ経済改革の実現と、金融システムを最適化するためにおこなうことになる製造業比率の低減に関する問題に直面している。,2
ウズベキスタン中央銀行はウズベキスタン共和国憲法により承認されている。,2
著作『アイルランド貴族名鑑』（The Peerage of Ireland、1754年初版、1789年第2版）で知られる。,2
クラッパムの学校で教育を受けた後、1716年6月26日にケンブリッジ大学セント・ジョンズ・カレッジに入学、1719年/1720年にB.A.の学位を、1730年にM.A.の学位を修得した。,2
1720年6月12日にリンカーンで執事に叙任され、1721年9月23日にイーリーで司祭に叙任された。,2
1722年9月20日にケンブリッジシャーのマーチで説教をする免許を得て、1723年に同地で教区副牧師（curate）に叙任され、1725年6月15日に同地の教区学校校長に任命された。,2
ロッジはこの裁判で速記を行い、1744年に裁判の記録を出版した。,2
1742年8月に『アイルランド貴族名鑑』（The Peerage of Ireland）を出版する意向であることを公表し、1754年に4巻で出版を実現させた。,2
"『英国人名事典』は『アイルランド貴族名鑑』を「勤勉、正確さと学問の金字塔」（a monument of industry, accuracy and learning）と評し、『オックスフォード英国人名事典』も同様の評価を下したが、現代ではジョージ・エドワード・コケインの『完全貴族名鑑』第2版に取って代わられたとしている。",2
その後、好古家マーヴィン・アーチダルはロッジの貴族名鑑を7巻に大幅加筆して、1789年に第2版を出版した。,2
そのような状況下、イタリアを代表する実業家であったベルルスコーニは1994年1月、新党「フォルツァ・イタリア」結成を突如発表し次期総選挙への出馬を表明した。,2
ベルルスコーニがフリーメイソンのロッジである「ロッジP2」の構成員であった当時のメンバーがその中核を占め、自ら率いるメディアグループフィニンヴェストによる大規模なメディア戦を展開して中道右派勢力を束ね政党連合（候補者名簿連合）「自由の極（イタリア北部）」「善政の極（イタリア南部）」を結成し、3月の総選挙では既存政党への批判を吸収し両院で第一党に躍進した。,2
左派系政党がイタリア民主党を結党したのに対抗して、国民同盟と合流して自由の人民を結成した。,2
2009年3月27日、正式に単独政党としての同党は解散された。,2
しかしベルルスコーニ側近で副首相兼内相・自由の人民幹事長のアンジェリーノ・アルファノは再結成に参加せず、院内会派「新中道右派」を結成。,2
中道右派勢力は分裂した。,2
2023年6月12日にベルルスコーニが死去したため、7月15日に副党首のアントニオ・タイヤーニを後任党首に選出。,2
しかし、期待された性能は発揮できず、少数が生産されたに留まった。,2
そのため、こちらも略称はRSOだが、通常、RSOといった場合は当項目で解説するシュタイアー製装軌車両を指し、Radschlepper Ostはシュコダ RSO (Škoda RSO) などと呼称される。,2
この経験から戦車委員会により新型牽引・補給用車輌の開発が計画され、1942年春にシュタイアー社が開発担当メーカーとして指名された。,2
そして夏には兵器局第6課に対し「歩兵師団に追従できる程度の速度で降雪・泥濘時でも確実に走行でき、しかもゴムなどの戦略物資を極力使わない低コストで量産性に優れた車輌」という具体的なコンセプトが提案された。,2
この結果、完成した本車は簡易なトランスミッションに、片側4つずつの転綸をまとめて支えるリーフスプリング式サスペンション、転綸もゴムの縁のないプレス製と、凝った機構に走りがちなドイツ軍用車輌の中では異例にシンプルな構造となり、また同社の1500Aトラックのコンポーネントも流用され、1942年11月から大量生産が開始された。,2
本車は車幅に対し地上高が高めで、これは泥や雪にシャーシの底が密着し走行困難にならぬよう、距離をとったものである。,2
スノーシューを履帯に装着した状態でグランドクリアランスは600mmとなり、ヒトラーが直々にその数値を指定している。,2
翌年にはプレスによる丸形だったキャビンが直線的な作りとなった、より生産性の増したRSO/02に生産が移行。,2
"アウトウニオン、マギルス、KHD、リケ・グラーフ&シュティフト各社による量産も開始され、総生産数は27,792輌に達した。",2
名称のとおり本来は東部戦線向けに開発された車輌ではあるが、東西両戦線で広く使われている。,2
本車は重量の割に幅の広い履帯を持ち、ロシアの泥濘や雪上でも走りぬけ、低速ではあるが悪路の中でも確実に物資を届けることが出来たという。,2
その一方、速度の遅い本車は大戦後期の撤退戦では足手まといになり、放棄されることも多かった。,2
本車は物資輸送の他、7.5 cm PaK 40対戦車砲や、ネーベルヴェルファー・ロケット発射器、10.5cm leFH 18榴弾砲、12 cm GrW 42重迫撃砲などの牽引にも用いられた。,2
多数が生産されたために戦後も残存した車輌があり、それらは民間で土木工事用車輌や雪上車として用いられた。,2
また、ディーゼルエンジン型のRSO/03も量産されたが、比較的少数に止まっている。,2
"7.5cm PaK40/4 auf Raupenschlepper, Ost(Sf)（7.5cmPaK40/4搭載東部用装軌式牽引車（自走式））と名付けられた車両は、通常型のキャビンを取り払い、運転席周りは5mm厚の装甲を施した開放式で、後部には木製折りたたみ式の足場が設けられていた。",2
搭載されたPaK40は360度旋回が可能であるが、通常の牽引型の防盾（試作型ではそのまま、先行量産型では下部を延長）を持つのみで、防御力はごく限られたものだった。,2
なお、荷台（砲搭載部）に幌を張り、輸送型のRSOもしくは輸送トラックに偽装することもできた。,2
1943年9月、先行量産型50両が発注された。,2
さらにこれがヒトラーの目に止まり、1944年3月以降、大々的に量産されることが計画された。,2
この計画では3月の月産60両を皮切りに量産体制を整え、7月以降は月産400両を目指すことになっていた。,2
しかし、南部軍集団の5つの戦車駆逐大隊に送られた先行量産型の実用試験の結果、他の自走砲に比べ損害が際立って多く、量産計画は取り消された。,2
前線に配備された先行量産車は、砲を降ろして再度輸送車として用いられた。,2
実用試験での評価によれば、防御力の乏しさや走行速度の低さの他に、砲の搭載位置が高い上に走行装置が華奢なために、発砲時の動揺が大きく、また車高があるために発見されやすく被弾しやすい、という欠点が指摘されている。,2
境内の後花園天皇の火葬塚の北に織部稲荷社（織部稲荷大明神）がある。,2
当寺の鎮守社で、茶人古田織部が伏見稲荷から勧請したものといわれ、扁額には「織部吒枳尼天」と書かれている。,2
しかし実際は、当寺と織部との関係を示す記録は一切なく、西向かいの興聖寺に、江戸時代中期に豊後岡藩家老・古田家が織部とその子らの墓を作った時に建てられた物である。,2
2010年で一旦終了したが2015年に復活し、その際に出場資格が「結成15年以内」に拡大された。,2
審査基準は「とにかくおもしろい漫才」。,2
開始当初、出場資格を「結成10年以内」としたのは、若手漫才師の大会にするという理由のほかに「10年芸人を続けても3回戦に進めないようなら、見切りを付けて他の道に進んだほうが本人にとっては幸せである」という島田紳助の考えによるものである。,2
ただし、出場資格は年齢ではなくコンビ（グループ）としての活動期間が基準であるため、メンバーの芸歴は問われず、錦鯉などのように芸歴20年以上のベテラン芸人でも出場は可能である。,2
演出やステージは第1回（2001年）から一貫して格闘技の試合を参考にしており、『M-1』という大会名は『K-1』が由来である。,2
第5回（2005年）から決勝戦会場がテレビ朝日本社に変わったことで、赤やオレンジを基調にした派手なステージとなり、煽りや演出も派手になった。,2
「優勝賞金1000万円」、「決勝戦は全国ネットのゴールデン枠で生放送」、「全国から参加者を募る」、「他事務所の芸人の参加も認める」など、開始当時としては前例の無い大規模な漫才のコンテストであった。,2
回を重ねるごとに注目度が増しており、現在では優勝者が決定した直後にYahoo! JAPANなど各種ポータルサイトではトップニュースとして扱われているほか、朝日放送テレビやテレビ朝日以外の放送局を含むニュース・情報番組や年末年始に放送されるバラエティ番組などからの出演依頼がマネージャーや所属事務所に殺到するほどである。,2
また、優勝しなくても本大会決勝戦への進出を契機にブレイクしたコンビも多い。,2
評論家のラリー遠田は『M-1』以前にも「お笑い賞レース」や「ネタバトル番組」は多数制作されてきたと述べた上で、「視聴率、話題性、影響力を総合して考えると、現在の『M-1』ほどの成果をあげているお笑い賞レース番組はテレビの歴史上存在しない」と評している。,2
「規定時間」「審査員による採点」という要素から『M-1』における漫才の形式を「競技漫才」と例えられることもしばしばあり、スポーツ専門誌である『Sports Graphic Number』でも特集が組まれたことがある。,2
第10回（2010年）まではオートバックスセブンが特別協賛（冠スポンサー）であり、正式名称は『オートバックス M-1グランプリ』であった。,2
2015年に復活してからは4社による「プレミアムスポンサー」の協賛体制となっている。,2
ある日、谷は島田紳助の楽屋を訪ね「MANZAIプロジェクト」について話すと、紳助は好意的に反応し「漫才に恩返しをしたい」と語った。,2
後日、谷が改めて会いに行くと、紳助は賞金を1000万円にすることと全国ネットのゴールデンで放送することを提案した。,2
この時点で『M-1グランプリ』という大会名を含め、大会の骨子はほぼ出来上がっていたという。,2
2001年5月19日に『THE MANZAI 2001ヤングライオン杯』が『THE MANZAI』のスピンオフ企画として、関東ローカルで放送された。,2
谷はフジテレビなどのキー局に企画を持ちかけたが全く相手にされず、スポンサー探しも難航し、大企業どころか中小企業も相手にしてくれなかった。,2
そんな中、オートバックスセブンの2代目社長である住野公一は谷の話を聞き入れ、最終的にオートバックスセブンは『M-1』の冠スポンサーとなった。,2
そして朝日放送（現・朝日放送グループホールディングス）からテレビ朝日に出向していた和田省一と朝日放送の働きかけで、年末の全国ネットゴールデン枠に『M-1グランプリ』をテレビ朝日系列で中継することが決定した。,2
谷は『M-1』を事務所・地域に関係なく公平な大会にしたいと考え、難波の有名ビアレストランに松竹芸能など関西の芸能事務所の関係者を招待し、東京の芸能事務所にも100社以上に電話をかけて参加を呼びかけた。,2
『M-1』は従来の漫才コンクールとは違い、アマチュアの参加も認めたことで最終的に1000通を超える応募が集まった。,2
優勝者を決める審査員には紳助と西川きよしの2人が決まっており、他の顔ぶれもスタッフの尽力で決定する中、谷がどうしても審査員に据えたかった松本人志（ダウンタウン）はなかなか許諾しなかったが、最終的に紳助がテレビ番組『松本紳助』の楽屋で松本を説得したことで出演を了承したという。,2
第2回（2002年）から『M-1』に参加し、第3回（2003年）から第9回（2009年）までプロデューサーを務めた朝日放送（当時）の森本茂樹は、視聴率について「当時はゴールデンなら最低10%、欲を言えば15%。,2
テレ朝も『いつまで続けるのか』というムードになると思っていた」と語っている。,2
その後も毎年予選を行い年末に決勝戦を放送したが、関東視聴率は10 - 11%でほぼ横ばいだった。,2
プロとしての活動休止期間は、結成年数から除く。,2
これによりジャリズムは1991年結成であるが、結成7年の1998年に解散したため、再結成した2004年は結成8年という扱いになり、第6回（2006年）まで出場権があった。,2
また同じ例として、号泣は1996年結成であるが、結成12年の2008年に解散したため、再結成した2020年は結成13年という扱いになり、第18回（2022年）まで出場権があった。,2
養成所出身のコンビは、養成所在学期間が結成歴に含まれず養成所の卒業年度が結成年となる。,2
これによりジャルジャルはNSC在学中の2002年に出場しているが、結成年は2003年となっており、ラストイヤーは2018年であった。,2
また同じ例として、ハライチはワタナベコメディスクール在学中の2005年に出場しているが、結成年は2006年となっており、ラストイヤーは2021年であった。,2
金属バットは長らく、公式サイト内で2006年4月結成とされていたが、2021年にNSC卒業年度の2007年4月結成に変更された。,2
同じグループ内のメンバーで即席ユニットを組んだ場合は、元のコンビとは別のコンビとして扱われる。,2
ただし歴代の優勝コンビは優勝特典として出場資格がある間無期限でシード権を保持できる。,2
また、シード権は同一メンバーであればコンビ名の変更や事務所を移籍しても翌年のシード権は認められるが、メンバーの人員に変更があった場合にはシード権は無効になる。,2
第2回（2002年）から第10回（2010年）までは原則として、シード組のエントリーナンバーはノーシード組より後ろに、加えて第3回（2003年）からは五十音順で配置されていたが、第11回（2015年）以降はシード組とノーシード組でエントリーナンバーが分けられることはなくなり、シード組でも早いエントリーナンバーが割り当てられることもある。,2
第15回（2019年）までにおいて公表された準決勝の順位には、第13回（2017年）まではGYAO!ワイルドカード枠での進出者も含まれていたが、第14回（2018年）からは含まれなくなった。,2
2023年3月31日をもってGYAO!がサービスを終了。,2
これに伴い、第19回（2023年）からはネタ映像の配信移行先であるTVerにて「ワイルドカード」として引き続き実施される。,2
GYAO!時代とは異なり、TVerで配信されるネタ動画を観て最も面白かったコンビに投票し、獲得票数が1位のコンビが準決勝進出となる。,2
ワイルドカード枠での進出者は、準決勝の出番順が必ずトップバッターに割り振られ、敗者復活戦への出場権は与えられない。,2
「ナイスアマチュア賞」は1回戦でMCが印象に残ったと判断したアマチュアを対象にしたもので、獲得したコンビには副賞としてオリジナルTシャツが進呈され、ネタ映像がYouTubeにて順次公開される。,2
「ベストアマチュア賞」は、予選を通じてアマチュアの中で最も高い得点を取った者に贈られる。,2
賞品として特製のブレザーが贈られ、第15回（2019年）大会の開幕記者会見に於いては受賞した漫画家が着用し登場した。,2
プロとアマチュアが入り混じっているコンビは「プロ」として扱われ、これらの対象外となる。,2
なお、第4回（2004年）・第5回（2005年）ではナイスアマチュア賞と同じく1回戦で最も印象に残ったアマチュアに与えられる「NTT西日本賞」が存在し、こちらの副賞は1万円だった。,2
「ナイスキッズ賞」は1回戦全日程を通して「小学生以下のメンバーのみで構成された組」の中から印象に残った数組に贈られ、さらにそのうち1組が「ベストキッズ賞」に認定される。,2
「ジモトスター賞」は同じく1回戦全日程を通して方言や伝統衣装を使用したり、名物や名跡をテーマとしたり、日本全国の民俗的特色を活かした漫才で各エリアを盛り上げてくれたコンビに贈られる。,2
決勝戦当日の昼から準決勝敗退コンビが敗者復活戦に参加して漫才を披露、そこでの審査において勝者1組だけが「敗者復活組」として決勝戦に出場することができる。,2
なお、敗者復活戦勝者は決勝戦でも敗者復活戦と同じネタを演じてもよい。,2
敗者復活戦の模様は第4回（2004年）よりスカイ・A sports+（CS）で生放送されている。,2
各ブロック2組目以降のネタ終了後、会場の観客からランダムで選ばれた審査員500名の投票で暫定勝者を決める。,2
これを繰り返して各ブロック1組ずつの計3組に絞り、その3組の中で最も面白かったコンビを芸人審査員が投票、得票数が最も多いコンビが決勝戦進出となる。,2
また、得票数が同数の場合はそのコンビ同士で再度投票を行う。,2
決勝戦会場から離れた会場での開催のため、決勝戦進出者は敗者復活戦番組内で発表される。,2
移動手段は第19回（2023年）では非公表でリポーターなどが発言することも禁じられていたが、第20回（2024年）では番組側が用意した車での移動であることが明かされ、車内の様子が中継された。,2
決勝戦は「ファーストラウンド」と「最終決戦」の2ステージ制で行われ、両方を通過した1組が優勝となる。,2
ネタ終了後に審査員がそれぞれ100点満点で採点し、その合計を競う。,2
全組のネタが終了した時点での上位3組が、優勝をかけた最終決戦に進出する。,2
なお、ファーストラウンドで敗退した組の公式順位はここで確定する。,2
合計点が暫定上位3位以内に入ったコンビは「暫定ボックス」と呼ばれる部屋で待機する。,2
ただし後続のコンビに得点で上回られ4位以下となり、敗退が決定した場合はそこから出ることになる。,2
合計点数が同点となり、かつ最終決戦進出圏内に残った場合は、高得点を付けた審査員の人数が多いコンビを上位とする。,2
番組内では同じ順位のまま進行し、敗退コメントについても同時に行われるが、万が一上位3組に収まった場合は最終決戦の直前に反映される。,2
番組中に決定する敗者復活組は、自動的に最後の9番目に登場することになっていた。,2
第13回（2017年）からは決勝戦の当日、生放送中に司会者またはゲストが1本ずつ「笑神籤（えみくじ）」を引いてから、引いたくじに名前が書かれているコンビが発表され、引かれた組は即漫才を披露する方式へと変更された。,2
前回王者と笑神籤ゲストが出演する際、第5回（2005年）から第15回（2019年）までは客席で観覧していたが、第16回（2020年）からは特別席が設けられるようになった。,2
第1回（2001年）の紳助は司会も兼務していたため、司会席で審査を行っていた。,2
島田紳助は審査委員長および大会実行委員長を兼務。,2
第11回（2015年）以降は紳助の引退により、審査委員長および大会実行委員長は空席となっている。,2
第12回（2016年）以降、歴代王者と歴代ファイナリストは主に「コンビ名 名字（名前）」と表記される。,2
前年度3位コンビのストレートでの決勝戦進出は、現時点でこの回のナイツが最後となっており、大会復活後（第11回以降）は未だに誰も達成していない。,2
初めて吉本興業以外所属コンビがトップバッターになった（ナイツ）。,2
笑い飯がM-1史上初かつ唯一の審査員個人の最高評点である100点（紳助）を獲得した。,2
パンクブーブーが、最終決戦で第6回（2006年）のチュートリアル以来2組目となる「審査員全員からの得票」を達成した。,2
初めて福岡吉本出身および九州出身のコンビが優勝した（佐藤哲夫は大分県、黒瀬純は福岡県）。,2
ただし、優勝当時は東京吉本に所属していた。,2
パンクブーブーはこの2年後に、後継大会とも言える『THE MANZAI』で初代チャンピオンとなった。,2
『M-1』と『THE MANZAI』の2冠を達成したのは、パンクブーブーのみである。,2
初めてファーストラウンド1位のコンビ（笑い飯）が最終決戦で票を獲得できなかった。,2
前年王者のNON STYLEが敗者復活戦で大井競馬場にいたため、一部回の番組冒頭で行われていた前年度優勝者によるトロフィー返還が行われなかった。,2
また、NON STYLEが挑戦者であることを考慮し、番組中のオートバックスのCMにはNON STYLEを起用したものは放送されなかった。,2
笑い飯が9年連続の決勝戦進出を果たした。,2
現時点で完全優勝を達成したのは第6回（2006年）のチュートリアルのみ。,2
M-1グランプリ決勝戦のサイマル放送を実施している朝日放送ラジオが、「『M-1グランプリ』公式スピンオフ企画」として2週にわたって関西ローカルで放送した特別番組（放送時間は両日とも20:30 - 21:30）。,2
M-1グランプリの参加者の半分以上を占めているアマチュアの漫才師から、「つまようじ」と変ホ長調が漫才やM-1グランプリへの挑戦を始めたきっかけに焦点を当てたうえで、本人たちに対する東野幸治のインタビューや漫才の音源を交えていた。,2
1週目（11月12日放送分）ではつまようじ、2週目（同月19日放送分）では変ホ長調を取り上げ、両日とも実話に基づくドラマパートに北村有起哉と松本若菜が出演。,2
M-1グランプリにまつわる実話のラジオドラマ化は初めてで、東野自身は2021年までM-1グランプリに一切関与していなかったが、この番組では「アマチュア応援団長」として2週ともMCを務めている。,2
2012年11月25日の#61では全曲新曲ライヴと称し、文字通り全て新曲のライヴを行った。,2
そのため持ち歌はカバーを含めると70曲を超え、またそのカバー曲の独自性も一部のファンに根強い人気がある。,2
「杉作J太郎&吉田豪の特濃トークライブ in 新潟」にRYUTistがゲストとして出演した縁もあり、カバー曲の中には吉田からリクエストがあったものもある。,2
当初のHOME LIVEは特に断りがなければ静止画撮影可であったが、新型コロナ流行による中断を経て再開後は不可となった。,2
アメリカのテレビドラマ史上初めて本格的にレズビアンをメインにした作品であり、カミングアウト、同性婚、養子縁組、性別移行、乳癌など実社会でも起こり得るリアルなテーマを扱っている。,2
ロサンゼルスのLGBTコミュニティがベースであり、内容の大半は実話を基にしたもの。,2
本作の放送以前はShowtimeのオリジナルドラマは最長でもシーズン5までしか製作されたことがなかったが、本作は同局で初めてシーズン6まで製作された。,2
2006年にGLAADメディア賞最優秀ドラマシリーズ賞、2009年には同賞の審査員特別賞を受賞。,2
エミー賞やサテライト賞にもノミネートされるなど高い評価を得た。,2
アメリカやカナダ、イギリス、ドイツ、韓国、イスラエルなど約50か国で放送され、日本ではFOXライフにて2006年1月から2010年6月にかけて放送。,2
また、LaLa TVでも2012年11月から放送された。,2
日本版DVDがリリースされた2008年には、2月にベット役のジェニファー・ビールスが、6月にシェーン役のキャサリン・メーニッヒがプロモーションのため来日。,2
"メーニッヒが来日した際には空港に約1,000人の女性ファンが集まるなど話題を集めた。",2
本作の原案者・脚本家・監督・プロデューサーの一人であるアイリーン・チェイケンをはじめ、主要脚本家の10人中9人がレズビアンであり、映画『GO fish』でベルリン国際映画祭テディ賞を受賞したローズ・トローシュやグィネヴィア・ターナー、テディ賞Siegessäule読者賞受賞作『恋のミニスカウエポン』監督・脚本のアンジェラ・ロビンソンなど、クィア映像作品界で著名なクリエイターがスタッフとして多数携わっている（スタッフ欄参照）。,2
2019年12月8日、本作の10年後を描いた続編ドラマ『Lの世界 ジェネレーションQ』が同じくShowtimeにて放送開始され、2023年1月22日まで放送された。,2
人口の3分の1がセクシャルマイノリティであるウェスト・ハリウッドではLGBTは珍しくなく、ティムの隣家にもベットとティナという女性同士のカップルが暮らしていた。,2
美術館のアートディレクターを務めるベットと映画会社で働くティナは交際歴7年の恋人であり、子どもをもつために精子ドナーを探しているという。,2
ある日、ベットとティナ主催のパーティーにジェニーとティムも招待され、ジェニーはそこでカフェ「プラネット」のオーナーであるマリーナという女性に出会う。,2
パーティーの途中、レストルームで唐突にマリーナに唇を奪われたジェニーは、困惑しつつも彼女を意識し始める。,2
プラネットは、ベットとティナの仲間たちが集っては近況を語り合う溜まり場でもあった。,2
中性的なルックスで様々な女性と浮き名を流す美容師のシェーン、バイセクシャルのジャーナリストでお喋り好きなアリス、レズビアンであることを公表できずにいる恋に奥手なプロテニスプレーヤー・デイナ。,2
節点は個人を、枝は肉体関係を表しており、全シーズンに通底するプロット要素でもある。,2
元々はアリスが自宅のホワイトボードとパソコン内に作成していた内輪の相関図だったが、後にアリス自身がインターネット上にアップロードし、シーズン4で「アワチャート (OurChart)」という名のソーシャル・ネットワーキング・サービスとして展開。,2
