本文,Level
お疑いが晴れましたでしょうか？疑問があれば何なりとおっしゃってください。,1
八百円のお返しです。お改めください。,1
ご住所をお確かめいたしますので、少々お待ちください。,1
ご注文の品はお揃いでしょうか、お確かめください。,1
お送りしたファックスの内容を、ご確認ください。,1
ただいま、ご確認いたします、少々お待ちください。,1
お求めの品、もう一度確認なさいますか？,1
どうなさいましても、ご納得いただけませんでしょうか？,1
そのような説明では、お客様が納得なされるはずがございません。,1
お客様、お探しのお品物は、こちらではございませんでしょうか？,1
お客様は、大変お目が高くいらっしゃいます。こちらのお品物は、特別製でございます。,1
お客様のお求めは、こちらの八点で間違いございませんでしょうか。,1
お客様がご所望のお品物は、大変な人気でございまして、申し訳ございませんが、ただいま品切れいたしております。,1
お世話になりましたあの方に、お歳暮をお贈りいたします。,1
本年のお中元は、何にいたしましょうか。,1
お客様、こちらは、ご贈答用でございますか？それとも、ご自宅用でございますか？,1
こちらは、ご進物でございますか？それともお持ち帰りになられますか？,1
こちらは、ご贈答品として、大変な人気をいただいております。,1
こちらが当店お勧めの品物でございます。,1
お勤め品を求めて、ほうぼう探し回りますのも、容易ではございません。,1
お客様は、お引換券をお手元にお持ちでいらっしゃいますか？,1
どうぞ、こちらご優待券となっております。よろしければ、ご利用くださいませ。,1
創業100年、当店謹製の羊羹でございます。,1
お醤油にも宮内庁ご用達がございますとは、存じ上げませんでした。,1
ご注文は、お決まりでいらしゃいますか？,1
お客様、何かお探しものがございますか？,1
少々お待ちくださいませ。お探ししてまいります。,1
このお祝いのお品物は、こちらの桐箱にお詰めいたしましょうか？,1
どうぞ、お手に取ってご覧くださいませ。,1
それでは、お取り置きいたしましょうか。,1
こちらの本は、お取り寄せとなってしまいますが、いかがいたしますか？,1
打ち立て、茹でたてをお願いいたします。,1
お持ち帰りでいらっしゃいますか？ドライアイスは1時間分おつけすればよろしいでしょうか？,1
何か冷たいものをお持ちいたしてもよろしいでしょうか？,1
お客様、お持ち帰りでいらっしゃいますでしょうか？それとも、お送りいたしますか？,1
お茶碗をお探しでいらっしゃいますか？珍しい白天目を準備してございますがご覧いただけますか？,1
ご注文のお品は、すべてお出しできましたでしょうか？,1
本日のご注文を伺ってもよろしいでしょうか？,1
新型モデルを発注なさったと伺いました。楽しみでございますね。,1
こちらのコロッケは、おひとつおいくらでしょうか？,1
お値段をお伺いして、驚きました。どこにも負けることがないような立派なお値段です。,1
さすがのイタリア製は、高価でございますね。,1
この品物は、素材が貴重なものを使っておりますため、その分お値段が少々お高めとなっております。,1
お値段は決してお安いとは申し上げられませんが、品質はしっかりとした品物です。,1
こちらの花瓶は、お値打ちものとなっております。,1
良いお品物は、長持ちいたしますから、結局お得となります。,1
こちらは、本日のお値打ち品となっております。,1
こちらの商品は、お求めになりやすい価格といたしております。,1
こちらの洗剤が、お徳用となっております。,1
こちらはご奉仕価格とさせていただいております。,1
本日お買い上げいただいた方には、ポイントを三倍お付けいたしております。,1
ただいま、サービス期間となっておりますので、一割お引きいたしております。,1
付録品があると伺うと、つい買い求めてしまいます。,1
奥様、本日は、特別な価格とさせていただきます。,1
お勤めになられているのですか？学生さんかと存じ上げておりました。,1
あちらの方は、生徒さんたちに人気のある先生でいらっしゃいます。,1
お子様方がご自宅にお帰りの際の見守りを、ご父兄の方々にお願い申し上げております。,1
貴校の国公立大学進学率は、お見事と感嘆いたしました。,1
当校は、小中一貫教育を実施いたしております。,1
物理を受け持たれていらっしゃるのですか？,1
ご父兄の方々に、学芸会のご参観をお願い申し上げております。,1
ご参観なさる方は、こちらで上履きにお替えいただくようお願い申し上げております。,1
先生のご出題のテーマは「環境」でいらっしゃいます。,1
入社試験の問題を近代史からご出題なさったのですか？,1
あの先生が授業なさるのは、本日が最後となります。,1
帰国子女クラスをご担任でいらっしゃいますか。大変興味深く存じます。,1
小学校一年生をご担任なさるのは、ご苦労が多々おありかと存じます。,1
創立記念日にご来校いただきまして、まことに感激いたしております。,1
ノーベル賞受賞の先生がご来校なさるのは、この度が二度目でございます。,1
もしご失敗とお思いでも、どうぞ、そのようにお気を落とされませんように。,1
ご謙遜でいらっしゃるようですが、どうぞ正々堂々となさられますように。,1
お母様は、御子息の不祥事に消沈なさっていらっしゃいました。,1
棟梁は、台風が原因で五重塔が壊されてしまい、たいそう落胆しておられます。,1
どうぞ、あまりお塞ぎになられませんように。,1
大会出場が取りやめられたとのことで、監督は消沈していらっしゃいます。,1
どうぞ、ご消沈なさいませんように。,1
ご機会を失われ、ご落胆のほど、お察し申し上げます。,1
深いご失望のほどをお察し申し上げます。,1
まだお若くいらっしゃいますので、どうぞ失望なさらないでください。,1
いかがなさいましたか。ご消沈の様子を拝察いたします。,1
棟梁は、台風で五重塔が破壊されて、ご落胆のご様子です。,1
明けない夜はないと申します。どうぞご落胆なさいませんように。,1
どうぞ、力を落とされませんように。,1
就職試験がご希望通りにならなかったとしても、あまりご悲観なさいませんように。,1
試験の日は大雪が降っていて、大変苦労しました。,1
そちらは、お受験はどうされるご予定ですか。,1
驚きました、お嬢様は十校も受験されたのですね。,1
志望校に合格なさって良かったです、おめでとうございます。,1
春から幼稚園にご入園されるのですか？　おめでとうございます。お早いものですね。,1
ご入学の記念撮影は、当店で承ります。,1
ご長男は国立大学の医学部にご入学なさるそうですね。,1
遠距離のご通学は大変なご苦労だったかと存じます。,1
満員のメトロを乗り継いでご通学されたと伺っております。,1
ご子息はお元気に登校されていますか？,1
お父様とご一緒の学校にご進学されますか？,1
工学部にご進学なさるんですか、ご将来が楽しみですね。,1
ご卒業おめでとうございます。ご就職は都庁だと伺っております。,1
ようやくのご卒業ですね、胸がいっぱいかと存じます。,1
おじは、麻雀に夢中になってしまい落第してしまったそうです。,1
美味しいお料理、ごちそうさまでした。お会計をお願いいたします。,1
お会計をお願いいたします。,1
お勘定をお願いいたします。,1
こちらはお代を既に頂戴しております。,1
お代金は先に頂戴いたしました。,1
六千円のお返しでございます、ご確認をよろしくお願いいたします。,1
どうぞ、お釣りをお返しいたします。,1
申し訳ありませんが、細かいのをお持ちでいらっしゃいませんか？,1
取り急ぎ、こちらで立て替えておきました。,1
課長が立て替えてくださったのですか？,1
生憎と、その日は持ち合わせがなかったようでございまして。,1
それでは、先日の打ち合わせ通りご請求いただければと存じます。,1
先日の件ですが、ご請求してもよろしいでしょうか。,1
期限はかなり以前に過ぎています。請求なさる方がよいかと存じます。,1
領収書の宛先は、上様でお願いいたします。,1
お金では買えないものもあるかと存じます。,1
お足とはよくご表現されたものです、逃げ足が本当にお早いですね。,1
ぴんと張ったお札を釣銭に出していただけるお店は、気分がよくなります。,1
ここのところ心許なくて、少しでも何か収入があれば、と思っております。,1
宝物は大切に扱わなければなりません。,1
あなた様は、案外、お金持ちだったのですね。……失礼いたしました。,1
私どもとは違い、こちらは裕福な、身分の異なる方ですから…。,1
指折りの旧家だけありますので、ご身分はご相当なものかと存じます。,1
棟梁はお金儲けがお上手でない方なのです。,1
そんなに一生懸命に稼がれて、どうするおつもりですか。,1
一生懸命お稼ぎになられているそうですね。,1
代々お築きになったご財産を、一夜でつぶしてしまうおつもりですか。,1
そのような大金を、どうやって後面なさるおつもりですか。,1
僧正は山門の建設資金を、とうとうご調達されました。,1
一体どのように資金をご調達されたのですか。,1
それは、僭越ながら、論戦を挑まれた方がよいかと存じます。,1
それほどまでに続けて勝利されてしまうと、後々が怖いかもしれません。,1
チャンピオンを倒されたと伺っております。,1
あなた様はお相手の弱点を見抜くのがお上手ですね。,1
自らの考えていることをお相手に読まれてしまったら、負けてしまいます。,1
駒落ちとはいえ、名人に勝利してしまうなんて、すばらしいです！,1
強敵へのご勝利、お見事でございました。,1
御兄弟で競われるのは、いいことのように存じます。,1
そんなに弱腰で競争なさらない方がよいかと存じます。,1
お相手は強そうに思われますが、ご成算はおありですか？,1
お二人の戦いを拝見できること、楽しみにしております。,1
先生、それは未知の世界へご挑戦されるということでございますね。,1
大食い選手権にご挑戦されるとのうわさ、本当にございますか？,1
ライバルチームに勝利し、連続優勝を阻止したと伺っております、おめでとうございます。,1
技能オリンピックでご優勝されたことがあると伺っております。,1
深川のお不動さんで、車のお祓いをしていただきました。,1
浅草寺で厄をお祓いになられたのですか？,1
このところ、何やらご難が続かれていますね。,1
正月は成田山へのお参りを欠かさずにおります。,1
お受験の前に、天神様にお参りされる方が良いのではないかと存じます。,1
一生に一度くらいは、お伊勢参りをしてみたく存じます。,1
お寺参りも久方ぶりでございます。,1
あなた様は私がお百度参りをしました理由をご存じでいらっしゃいますか？,1
お孫様のお宮参りでいらっしゃいますか？,1
天神様へ合格のお礼参りに行かれてください。,1
東照宮への御参詣は初めてでいらっしゃいますか？,1
参詣なさる方は、こちらにお並びいただきますように。,1
お御籤に「大凶」というものはあるのでございましょうか？,1
明日は祝日ですので、参道をお清めされてくださいまし。,1
お参りの前には、御手洗いをお忘れにならないようにお願いいたします。,1
たいへんご機嫌のよい笑顔を、どうもありがとう存じます。,1
毎度ありがとうございます！三河屋でございます。,1
私の今日がありますのも、お世話になった先生のお陰でございます。,1
おかげ様で、この度は大助かりでございました。,1
その節はお世話になりありがとうございます。永らくお世話になりました。,1
こんなにしていただいて、お礼の申し上げようもございません。,1
一度、ゆっくりとお礼を申し上げたく存じます。,1
旅から戻られると、早速お礼状を書かれるということですね。,1
お礼のお品をお持ちいたしました。お礼のお品を選ぶのも難しゅうございますね。,1
一軒ずつお礼回りをする方が良い、とうかがいました。,1
皆様には十分にお礼をさせていただきたいと存じます。,1
ご丁重なお見舞いを頂戴しまして、恐縮しております。,1
これはこれはご丁寧に。まあご丁寧に。重ねてご丁寧に恐縮でございます。,1
いつも主人がご厄介をおかけして申し訳ありません。,1
毎度！ご贔屓頂戴いたしまして、ありがとう存じます。,1
それでは、これで終わりにいたしましょ。,1
先に手続きをお済ませになられる方がよろしいですよ。,1
昼食はもうとられましたか？ご一緒させていただいてもよろしいでしょうか。,1
お手続きがお済みになるまで、こちらで待機いたします。,1
本日で、鉄道人生の幕を、お閉じになられるんですね。,1
ご両家のご披露宴は、これにてお披楽喜でございます。,1
そろそろお開きにさせていただきたいと思います。皆様、お手を拝借いたします。,1
この一件をもちまして私の役目を終わらせていただきます。,1
地方巡業は今年を最後にされるように伺いましたが・・・,1
本日でパソコン上級コースがご終了でございます。お疲れ様でございました。,1
これでご無事に、正規のコースを終了なさいました。,1
バンドを解散なさるとうかがって、驚きました。,1
お二人のもめごとも、これでご決着でございますね。,1
そのようなことは、早く決着なされるべきでございます。,1
その方のこと、早く清算される方がよろしいわよ。,1
お買い上げいただきまして、ありがとう存じます。,1
それは良いお買い物をなさいましたね。,1
箱でおまとめになって、お買いになられているそうですね。,1
いつも、週末にまとめてお買い物なさるのでしょうか？,1
前売り券をお買い求めになられるお客様は、こちらの方へどうぞ。,1
このお皿は、どちらで入手されましたか？,1
いつも当社の製品をご購入いただきまして、まことにありがとうございます。,1
この百科事典をご購入されるのであれば、分割払いもご利用いただけます。,1
特売品のコーナーがございますので、どうぞご利用ください。,1
非売品になっておりますが、お気に召したようですので、お買い上げいただきましょう。,1
その株、少しでも早くお売りになった方がよろしいですよ。,1
この宝石、もっと相応しいお方にお譲り申し上げたいのですが。,1
お譲りになられるのであれば、コレクターをご紹介いたしましょう。,1
お店で販売なされているお面は、バリ島のお面でございますか？,1
世間の注目をお集めになられるご気分は、いかがですか？,1
とうとう、幸せをお手に入れられましたね。おめでとうございます！,1
運慶の仏像を、偶然入手されたそうですね？,1
浮世絵のコレクションを、さらにお増やしになられたんですね。,1
今週はボーナスポイントご獲得のチャンスでございます。,1
何か大きな賞金をご獲得なされたという噂でごさいますよ。,1
なんと、松茸を三本も、それはご収穫でございましたね。,1
見事なさくらんぼ、そろそろ収穫をされる時期でございますね。,1
切手をご収集でいらっしゃいますか、お小さいころからでしょうか？,1
コインを収集なさるのがご趣味と伺いましたが。,1
連勝されて、タイトルをほぼ手中になさいましたね。,1
国宝級のお軸をご所蔵というお話でございますが・・・,1
小型船舶免許を取得なされたそうですね。,1
今年は主な賞を独占なさいましたね。,1
西行の貴重な資料を入手なされたというお話ですね。,1
すばらしいですね、ご健勝でいらして。,1
いつもご健勝でいらして、よろしいですね。,1
ファイルを添付させていただいて、再送させていただきます。,1
いただきましたこのメールを担当している者に転送させていただいてもよろしいでしょうか。,1
ご相談しておりましたMMの件につき、 詳細をお知らせいたします。,1
打ち合わせの日時をご相談させていただきたく、ご連絡を差し上げました。,1
来月発足のプロジェクトについておうかがいしたいことがあり、 ご連絡させていただきました。,1
弊社新製品のご案内をいたしたく、添付の資料をお送り申し上げる次第です。,1
お差し支えなければ、一度ご挨拶にうかがえればと 存じますが、よろしいでしょうか。,1
打ち合わせを兼ねてランチをご一緒にと考えておりますが、 いかがですか。,1
今回の企画について、一度詳しくご相談することは可能でしょうか。,1
先日ご依頼をいただきました業務について、ご提案がございます。,1
ご興味がおありでしたら、いつでもお申し付けください。,1
A製品に替わりВ製品をお使いいただくというのは いかがでしょうか。,1
ご予算に合わない場合はお値引きいたしますのでご相談ください。,1
今月のどこかで、少しお時間をいただくことは できませんでしょうか。,1
来週中でご都合の良い日時があればお知らせいただけますか。できるだけ早い日時ですと助かります。,1
私はいつでも結構ですので、XX様のご都合を聞かせていただければ幸いです。,1
TTからTTの間で、 いくつか候補を挙げていただけますでしょうか。,1
ご都合のいい場所に参りますので、ご指示くださいませ。,1
今週の木曜日、25日の午後3時におうかがいしても よろしいでしょうか。,1
木曜日は終日社におりますので、 何時にお越しくださっても結構です。,1
今月は留守がちのため、来月にしていただけると幸いです。,1
お約束していたT Tに 急な出張が入ってしまいました。 勝手なお願いで申し訳ありませんが、9B (月)以降に変更していただけないでしょうか。,1
明日の訪問予定ですが、 台風の接近が予想されておりますので、 日程を変更させていただくことは可能でしょうか。,1
今月からプロジェクトスタートの予定でしたが、 都合により来月に変更させていただきたく存じます。,1
誠に申し上げにくいのですが、来月より支払い日を 変更させていただけないかと思っております。,1
お忙しいところお時間を作っていただき 感謝しております。,1
おかげさまで大変有意義な会議となりました。,1
駅から無料送迎バスがございますのでご利用ください。,1
よろしければ、一度弊社の工場見学会に お越しいただければ幸いです。,1
お近くにお越しの際はぜひお立ち寄りください。,1
賀詞交換会を開催しますので、ぜひご参加ください。,1
恒例の忘年会が今年も実施されます。 皆さまのご出席をお待ち申し上げております。,1
時下、 貴社におかれましてはますますご清栄のこととお慶び申し上げます。,1
先日は弊社までわざわざご足労頂き、誠にありがとうございます。,1
先日は、○○の件でお力添えをいただき、ありがとうございました。,1
先日は大変お世話になりありがとうございました。,1
先日はご足労おかけしました。,1
先日は突然お伺いして無理なお願いを申し上げましたのに、快くご承引くださり、誠にありがとうございました,1
先般は小生の就職祝いのため、過分のご馳走を頂戴いたしまして、心から御礼申し上げます。,1
旬の牡蠣を只今お送り致しました。,1
お約束の品、私が確実にお届け致します。,1
お手数おかけしますが、お送りして頂ける訳にはいきませんでしょうか?,1
出産のお祝いを、お包みになさったそうですね。,1
こちらに、お届け先をご記入して頂けませんか?,1
ご注文の品は、のちほどお送りさせていただきます。,1
ご送付先は、ご自宅宛でよろしいでしょうか?,1
明日、確実にお届けいたします。,1
最新のデータをそちら様に転送させていただきます。,1
申込書は、ご郵送していただけますでしょうか?,1
展示品は、既に発送していただけましたか?,1
京都からお送りさせていただきましたので、お受け取りお願いします。,1
お改めの上、ご査収していただけることをお願い申し上げます。,1
クール便にて明太子を拝受させていただきました。,1
お送りさせていただいた資料、本日、確かに落手いたしました。,1
ご多くのご後進をご育成なさった所長の功績が大きいと思います。,1
これからは、お教えの通りにさせていただきます。,1
博識のあの方には、何もお教えなさることはございません。,1
お教えいただいたおかげで、五段に合格出来ました。,1
二代目のご教育係を承りました。,1
自然に囲まれたことでご子息をご教育なさるのが夢と伺いましたが…,1
飲酒運転の防止は、もっと啓発なさる必要がございますね。,1
実務的で、とても仕事に役立つご講演でございます。,1
師範、正しい稽古のご方法を教えてくださいませんでしょうか?,1
あの先生の退官記念日のご講義、お聴きになさいました?,1
先生が倒れたのですか?昨日までお元気でご講義なさっておられたのに。,1
どうぞ、私をお導きくださいませ。,1
これからもお変わりなく、ご指導してくださいますように。,1
あの大先生にスキーをご指導させていただくことになりました。,1
あのご宗匠は、ご指導なさるのがとてもご丁寧です。,1
さぞ驚かれたことと存じます。驚かれるのは無理もありません。,1
ぎくりとなさったのは、図星でしたからでしょうか?,1
一番弟子の訃報では、ご師匠が驚愕なさるのは無理もありません。,1
そんなに緊張なさらないで、お気楽にお願いします。,1
思わぬ結果に、かなり動揺なさっているのでしょうか?,1
突然私が現れて驚いたのでしょうか?,1
そんなにあくせくなさると、お身体によくありません。,1
焦られる気持ちも十分分かりますが、ここはじっと我慢なさいませんか?,1
そんなにお焦りになさると、できるものもできなくなってしまいます。,1
グルメ本を手に右往左往なさるなんで、あなたらしくありません。,1
社長がマルサに入って、お取り乱しております。,1
そんなことでおろおろなさるなんて、お情けをかけられません。,1
その狼狽ぶりは尋常ではございませんね。,1
そんなことで狼狽なさらないでください。,1
あなたがそんなに混乱なさるなんて、珍しいですね。,1
例の一件ですなのですが、何かお聞きになっておられないでしょうか？,1
本日も、お好きなジャズを聞いておられるのですね。,1
長時間のご清聴、まことにありがとうございました。,1
反対の意見の方にも、多少耳を傾けて見られるのもいかがでしょうか？,1
つまらないことでございます。どうか、お聞き流しくださいませ。,1
その件につきましては、まだ詳しく伺っておりませんが。,1
まず部長に、お伺いを立てた方がよろしいでしょうか。,1
そのことでございましたら、後でゆっくりお伺いさせて頂きます。,1
ご高説を拝聴する機会に恵まれ、幸運でございました。,1
謹んで貴殿のお考えを拝聴させて頂きます。,1
漏れ承るところによりますと、合併話が進んでいるようございます。,1
喜ばしいニュースをお伝えいたします。,1
今の心境をぜひ、お聞かせ頂けたらありがたく存じます。,1
これだけは奥様のお耳にお入れしておくべきと考えた次第です。,1
会長、少々お耳を拝借致します。,1
お忙しいところ恐縮でございます。少々お邪魔致します。,1
玄関先にて失礼いたします。,1
突然お邪魔致しまして、大変申し訳ございません。,1
ご挨拶かたがた、お礼に伺った次第です。,1
ご近所まで伺ったものですから、少々ご挨拶まで。,1
お食事時にお邪魔致しまして、大変申し訳ございません。,1
ごめんくださいませ、ご主人さまはご在宅でございましょうか？,1
そうしましたら、遠慮なく上がらせて頂きます。,1
どうぞお構いななさいませんよう。すぐ失礼させて頂きますので。,1
勝手にさせていただきますので、奥様、どうかお気遣いなさいませんよう。,1
お留守のところお邪魔致しております。,1
お手洗いを拝借できますでしょうか。,1
お電話を拝借できますでしょうか？,1
どうかお構いなく、すぐお暇させて頂きます。,1
どうかお構いなく、すぐお暇させて頂きますので。,1
いらっしゃいませ。ようこそおいでくださいました。,1
ご挨拶は後にしまして、どうぞおめしあがりくださいませ。お寒かったのではございませんか？,1
遠慮なさらず、おあがりくださいませ。,1
どうぞ、こちらにおかけ頂いてお待ちくださいませ。,1
お待たせいたしまして恐縮です、早速いただきましょう。美味しそうでございますね。,1
むさくるしいところでございますが、どうかおあがりくださいませ。,1
立ち話もなんでございますので、少しおあがりになられませんか。,1
お見苦しいですが、どうぞおあがりください。,1
ようこそ、お越しくださいました。,1
どうぞ、お当て下さいませ。,1
時分時でございますので、よろしければ、お食事でもいかがでございましょうか。,1
お足元が冷えますので、スリッパをお履き下さいませ。,1
どうぞ、気を楽にして下さいませ。お楽になさってくださいませ。,1
どうぞ、お平らに。足をお崩しになって下さいませ。,1
ごゆっくりなさってくださいませ。ごゆっくり、おくつろぎくださいませ。,1
おや、もうこんなお時間で、そろそろお暇致します。,1
いけませんね、つい腰が重くなってしまいまして。もうお暇致しませんと。,1
そろそろ、お神輿をあげませんと、それではまた。,1
すっかり長居をしてしまいまして、申し訳ございません。,1
お先にごめんください。お先に失礼いたします。,1
どうも、お邪魔致しました。,1
長い時間、お邪魔致しました。,1
お見送りは大丈夫でございます。,1
お土産まで頂戴しまして、今日はかえってご迷惑をおかけ致しました。,1
それでは、ごきげんうるわしゅう。,1
ごきげんうるわしゅう、また近々お目にかかります。,1
お先に、失礼いたします。,1
それでは、ごめんくださいませ。,1
是非また寄らせていただきます。,1
御身大切に、またお会いいたしましょう。,1
もうお帰りになられますか？,1
何のおもてなしもできませんで失礼しました。,2
お酒を召してらっしゃるようなので、駅までお送りいたしましょうか。,1
今後とも、時々お越しくださいませ。,1
何のお構いもできませんで。これに懲りずに、またお出くださいませ。,1
夜道は暗くなっておりますので、どうぞ足元にお気を付けくださいませ。,1
どうぞ、お身体をご自愛くださいませ。,1
どうぞ、お達者で。寅さんもお達者で。,1
今日はお引止め致しませんが、ぜひまたお近いうちに。,1
何のお構いもできず恐縮ですが、どうぞまたおいで下さいませ。,1
これでお別れとは、お名残り惜しいことでございます。,1
お荷物でございますが、ご持参いただきまして。どうぞお子様方へ。,1
どうも、遅くまでお引止めしてしまいまして。,1
近くにお越しの折には、ぜひともお立ち寄りくださいませ。,1
もっとごゆるりとなさればよろしいですのに。,1
いい加減、うんざりなさったかもしれませんが・・・。,1
あなた様のお余りは、お断り申し上げます。,1
つらい仕事をお厭いになられる方とは存じませんでしたが・・・。,1
あのお方のどこがお嫌いなんでしょうか。,1
そんなにお気が進まないようでしたら、お由になられてはいかがでしょうか。,1
この表紙の案は、どうも著者がお気に召さないようでございます。,1
ぜひまた、来てください。,1
そのように私をお嫌いにならないでください。,1
差し出がましいことを申し上げて、お気を悪くなさったのではございませんか。,1
執拗なあの方をお拒みになられたとは、さすがですね。,1
いつも顔をおそむけになるのはどうしてなのでしょうか？,1
忙しいのを苦になされる方とは思えませんが。,1
あの方を敬遠なさるお気持ち、私にはわかりません。,1
そのような不審なお話は、お断り申し上げます。,1
あの方のずうずうしさには、閉口なされたでしょ。,1
このお衣装はどなたのお見立てでございますか？,1
そのお洋服、たいへんお似合いでございますね。,1
今日の式典にはご礼装でお出かけになられますか？,1
お着替えをお手伝いいたしましょうか？,1
そろそろお着替えになられるお時間でございます。どうぞお着替えください。,1
涼しそうなお色にお取り替えなされてはいかがですか？,1
お召し替えのお手伝いなどもろもろで、本日はたいへん忙しゅうございました。,1
お腹がきつそうでございますね。ベルトをお緩めになられてはいかがですか？,1
ボートに乗られる方はライフジャケットをご着用ください。,1
後ろの席のお方もシートベルトをご着用なされてください。,1
さすが老舗の女将さんでいらっしゃる。和服を上手に着こなされておられますね。,1
正装なされると、まるで別人のようでございますね。,1
これ私のお古なのでございますが、もしよろしかったらどうぞ。,1
学生服もセーターも、いつも兄のお下がりでございました。,1
兄からのお下がりの学生服に、金ボタンだけを付け変えてもらっておりました。,1
いよいよ、一家をお構えになられるんですね。,1
円満なご家庭をお築きになられるのは、大事業と存じます。,1
先生は悠々自適でお暮らしでいらっっしゃいます。,1
この町でお暮らしになって、何年でいらっしゃいますか？,1
お暮らし向きは、たいへん質素なおたくでございました。,1
毎日、どんなことをされてお過ごしになられていますか？,1
独り暮らしにも、お慣れになられたようでございますね。,1
お独り身になられて、お寂しくていらっしゃるでしょうね。,1
ご家族が一人お増えになるのでございますか？,1
ご夫婦お二人でしたら、お楽なものでございましょう。,1
このご時世、ご倹約が何よりでございます。,1
当方もご同様の有り様でございますよ。,1
あの方なら、家計のやりくりもお上手になさるのではございませんでしょうか。,1
この温泉宿でお過ごしになるご気分は、いかがでございますか？,1
文筆で生計をお立てになるのは、容易ではございませんでしょうね。,1
次期会長をお受けになるお心積もりでいらしたのでしょう？,1
一体どうなされるお積りでいらっしゃるのですか？,1
どういうご所存でいらっしゃるのか、一度じっくりと伺いたいものでございます。,1
この不況時、どのようなご算段をなさるお積りでいらっしゃいます？,1
お片づけは後になさって、おしゃべりをいたしましょうよ。,1
常務は売上倍増を、お掲げになられました。,1
やはり研究者の道へお進みになられるのでございますね。,1
お小さい頃から夢でいらした音楽の道にお進みになられるのですね。,1
そろそろご進路をお決めになられた方がよろしいかと存じます。,1
入念な計画をお立てになられたのですから、ぜひ登頂の成功をお祈りしております。,1
館長は夜遅くまで博覧会の構想をお練りになっておられました。,1
夏休みの旅行のご計画は、もうお立てになられましたか？,1
船旅を計画なさるなんて、豪勢でいらっしゃいますね。,1
お宅をお訪ねするのは三年ぶりでしょうか。,1
自然エネルギーの事業に参画なさる方が、急にお増えになられましたね。,1
情報を公開なさるといわれましても、個人情報の保護が必要でございますから。,1
結果のご公表は、もう少し先の方がよろしいかと存じます。,1
あの調査結果を、もう公表なさるのでございますか？,1
校長を公募なされるとは、思い切った策でございますね。,1
委嘱状のご交付は、もうお受けになられましたか？,1
新法ご交付の立役者はあなた様でいらっしゃいますよ。,1
予算案を、何とか今月中にご採択いただきたく存じますが。,1
議長、議案を採択なされてください。,1
ぜひあなた様に、政務へのご参与をいただきたく存じます。,1
新法のご制定には、ずいぶんと手間取られておられますね。,1
新法を制定なさるお手続きは、もうお済みでいらっしゃいますか？,1
核拡散防止条約をご締結になられたのは、どちら様でしたでしょうか？,1
二国間の環境保護条約を締結なさる必要がございますね。,1
今年のご申告は、お済みでいらっしゃいますか？,1
消費税を申告なさる時期ではございませんか？,1
社長は取引先が倒産して奔走しておられます。,1
奥様のご病気、相当な痛手かとお察しいたします。,1
何かお困りではないでしょうか？,1
最終便に乗り遅れたとのこと、大変お困りだったとお察しいたします。,1
何か先手を打たないと、このままでは先行きが暗いです。,1
頑張ってきましたが、もう限界です。手の打ちようがありません。,1
足がご不自由のようで、ご不便ですね。,1
お一人になられて、ご不便はありませんか？,1
事故による遅延でご迷惑をおかけしております。,1
お声かけさせて頂いて、ご迷惑でなかったでしたか？ご迷惑でしたらおっしゃって下さい。,1
マンション建設に際し、ご迷惑されているそうですね。,1
貴方様ほどの方が、それほど困惑なさるとは、見当にも及びませんでした。,1
あなたの突然の辞表に課長は当惑されています。,1
病床の校長に、いち早く優勝の報告をしました。,1
お客様は応接室にいらっしゃいます。,1
奥方様は、今いらっしゃいますか？,1
運良く、大先生はご自宅にいらっしゃいました。,1
先生は只今、職員室におられます。,1
その方でしたら、一時間ほど前からお見えになっておられます。,1
まるこさん、お残りになって清掃してくださいませんか。,1
お通夜の晩、最後までお残りになっていらしたんですか？,1
肝心な時はいつもいらっしゃらないのですね、あなた様は。,1
配達に伺ったのですが、お留守のようでしたので持ち帰りました。,1
ご主人はご不在ですか。それは残念でございます、出直しいたします。,1
ご所在は、いつでもはっきりとさせておいてくださいませ。,1
奇遇です。こちらにご在職でいらいっしゃましたか。,1
その学会には、何年ほどご在籍なさったのですか。,1
福祉団体に十年もご在籍されていたのですか。,1
一部リーグのチームにご所属ですか、すごいです。,1
お客様ご自身で見つけたいそうです。,1
これは戦いです。相手の動向を注視される必要があります。,1
ついに、彼の弱点を発見されたのですね。,1
未解決事件が多くて、心労が絶えません。,1
この難題を解決なさるのは、あの探偵さん以外しかいらっしゃりません。,1
惨敗の要因はどこにあると思われますか？,1
あなたのお考え通り、チームの闘争心はかなり落ちてしまいました。,1
そのご推測で、間違いはないと思います。,1
あなたは好んで推理されるのですね。,1
いつも革新的な方面への探究心に脱帽いたします。,1
先生は古い陶片から釉薬を研究されています。,1
表現を追求されることは、苦に感じませんか？,1
白亜紀の恐竜の化石を発見されたそうですね。,1
新しい製品なんですが、お試しいたしませんか？,1
こちらの桜は、前社長が創立記念に植樹されたものです。,1
盆栽いじりがお好きでしたか？,1
池をなくして、代わりに果樹園になさるのですか？,1
そこは危険なので灰皿を安全な位置に置いて頂けますか？,1
この種の猫は飼ったことがございますか？,1
こちらのバジル、バルコニーで摘まれたのですか？,1
お庭に石を重ねられて、どうされるのですか？,1
ご自身でお植えになった桜もだいぶ大きくなりましたね。,1
庖丁を研がれるのがお得意とお聞きいたしました。,1
では、シャンパンを開けて頂けませんか？,1
青色の外装にされたとお聞きいたしました。,1
棚にバッグ等にお乗せ下さい。,1
